 ,image,VSI,SSIM,MDSI,FSIM,RFSIM,SR_SIM,SMSE,quality
279,1779.jpg,0.995728158,0.980636213,0.232020614,0.982490482,0.836921539,0.991109614,2.43949589,70
280,2135.jpg,0.998366385,0.987702427,0.179591436,0.993236745,0.861533332,0.997166177,2.619597647,60
281,262.jpg,0.997401081,0.991693187,0.183878514,0.995706903,0.879214292,0.996101439,1.424145678,75
282,787.jpg,0.996420947,0.988354987,0.19232661,0.993493928,0.710467771,0.994162777,2.65066865,80
283,538.jpg,0.998131658,0.98158784,0.194284611,0.994216344,0.970684137,0.997924714,0.636350002,90
284,2119.jpg,0.999347552,0.994438663,0.149966534,0.997528721,0.968229798,0.999217426,3.062610339,50
285,43.jpg,1,1,0,1,1,1,0,100
286,743.jpg,0.999067568,0.994306192,0.153382657,0.99739405,0.927118791,0.998756431,2.26578189,70
287,439.jpg,0.996079791,0.991650192,0.193277141,0.99501788,0.773949397,0.993794244,1.326732768,60
288,1266.jpg,0.992961608,0.960667369,0.258639493,0.979326925,0.714797565,0.990199185,4.854857371,60
289,1844.jpg,0.999392461,0.993916793,0.153738534,0.99628246,0.950497165,0.99870419,0.941567859,60
290,1448.jpg,0.993915601,0.944971652,0.266151167,0.971786442,0.734502658,0.986357762,3.178008626,60
291,2055.jpg,0.99170177,0.96016548,0.262868314,0.972064433,0.659179408,0.987607241,3.263986168,60
292,130.jpg,0.997082236,0.994536504,0.166086579,0.99803174,0.804650488,0.99409652,0.812471413,60
293,833.jpg,0.997708734,0.984137988,0.195030999,0.988527316,0.795399104,0.996032464,0.671033957,85
294,1984.jpg,0.989865575,0.94050356,0.271458322,0.966763268,0.668970216,0.982592753,2.448993356,55
295,1248.jpg,0.988207672,0.943533506,0.284190119,0.962607872,0.62394668,0.980677621,5.677846323,60
296,897.jpg,0.995913649,0.995131081,0.178609632,0.997437183,0.805044174,0.995471524,0.85870785,60
297,141.jpg,0.9961281,0.996041391,0.172381112,0.997533048,0.671225867,0.995041639,1.151445241,60
298,288.jpg,0.999243385,0.994705203,0.160641075,0.996850652,0.928078932,0.998604628,0.316222607,95
299,1511.jpg,0.992596373,0.933264307,0.271602783,0.956531883,0.46870536,0.982031098,2.82313561,60
300,1045.jpg,0.999900602,0.999826733,0.071512254,0.99991685,0.971288597,0.999807473,0.099928914,90
301,1803.jpg,0.998773375,0.993487135,0.167114331,0.995718672,0.922038634,0.997956972,1.994308675,60
302,1359.jpg,0.986267887,0.925187561,0.293187185,0.960432945,0.522002037,0.97812365,3.272327231,70
303,912.jpg,0.99907006,0.996634787,0.138156558,0.998270973,0.955872419,0.99835088,0.417962976,90
304,1594.jpg,0.993940445,0.972178789,0.256036688,0.974979684,0.749460669,0.988235458,4.092213216,60
305,287.jpg,0.994286577,0.987297383,0.219513626,0.990782125,0.731866045,0.992803148,1.479182765,60
306,1490.jpg,0.998752184,0.987345519,0.172240726,0.996185009,0.923702745,0.998438942,3.429146252,60
307,701.jpg,1,1,0,1,1,1,0,100
308,2187.jpg,0.996828542,0.98336726,0.201123014,0.991242365,0.868916804,0.996202868,1.551824936,60
309,1527.jpg,0.998945797,0.990728631,0.163773199,0.996431398,0.948682602,0.998392794,0.47929229,60
310,1327.jpg,0.998742059,0.989903096,0.171807741,0.995969525,0.926380194,0.998186986,0.638357474,60
311,691.jpg,0.995824117,0.991303718,0.189209127,0.996031852,0.787822159,0.994822968,1.210557004,60
312,496.jpg,0.998366193,0.995671162,0.156432697,0.996751317,0.945515814,0.999061343,3.204083737,65
313,944.jpg,0.997219788,0.976953346,0.206147615,0.987824328,0.747976612,0.995108225,1.388139686,85
314,127.jpg,1,1,0,1,1,1,0,100
315,1985.jpg,0.990122897,0.980385824,0.230698536,0.984129848,0.688646163,0.991574529,3.282452422,60
316,2086.jpg,0.994188343,0.992808171,0.191695566,0.975590188,0.722652101,0.989315917,1.065635521,60
317,1296.jpg,0.985717343,0.917123572,0.298497113,0.95136004,0.508007455,0.975646184,3.585470467,70
318,16.jpg,0.997337809,0.989577963,0.18266259,0.994411833,0.784415729,0.996806509,1.783809184,70
319,404.jpg,0.996244872,0.995512603,0.172862108,0.998218435,0.738028705,0.994957125,1.143192487,60
320,688.jpg,1,1,0,1,1,1,0,100
321,1308.jpg,0.99532599,0.975215475,0.234299729,0.978725096,0.753591264,0.983405079,0.609452363,50
322,311.jpg,0.994014659,0.982678526,0.21318246,0.992097899,0.457703621,0.988488121,0.754107604,60
323,97.jpg,0.999446024,0.998303811,0.126982255,0.999044782,0.977190836,0.999318463,0.705071696,70
324,503.jpg,0.995132355,0.970808921,0.227730882,0.982890259,0.771487423,0.99155417,3.342784411,60
325,1504.jpg,0.991907178,0.942807087,0.274235453,0.967779683,0.689079352,0.984219991,3.335243459,60
326,2179.jpg,0.999395782,0.994797098,0.146089456,0.997334445,0.951949011,0.998981327,2.983395268,45
327,1849.jpg,0.999472817,0.997732835,0.134478589,0.998356743,0.94424182,0.999275505,1.934475354,70
328,1034.jpg,0.995069705,0.974366458,0.22296346,0.985149365,0.691275254,0.991961916,3.148894529,60
329,1199.jpg,0.990050723,0.946352297,0.272446604,0.966657236,0.63556718,0.985033524,3.241670489,60
330,1143.jpg,0.990749762,0.943940293,0.275552202,0.967979215,0.65172319,0.983805228,4.614718879,60
331,1183.jpg,0.992755132,0.969802112,0.248517597,0.981552381,0.742246991,0.989431067,4.097220942,70
332,1720.jpg,0.994926885,0.979602682,0.220001203,0.984498016,0.856116885,0.990479897,1.476480568,60
333,186.jpg,0.996244229,0.99251922,0.192106086,0.996282301,0.820503847,0.993797267,1.004975831,60
334,1655.jpg,0.979461669,0.88362328,0.31482127,0.958288762,0.521687568,0.979811268,7.930704465,50
335,2002.jpg,0.991164721,0.980819324,0.232080005,0.976690896,0.572638166,0.987259179,0.17671783,60
336,984.jpg,0.995787332,0.977867761,0.222374991,0.986336132,0.839218889,0.993718064,1.878143957,60
337,2107.jpg,0.990676626,0.949724651,0.274202011,0.973267245,0.675587139,0.986942425,4.249115178,60
338,1085.jpg,0.988514778,0.951070709,0.275976111,0.968040535,0.5091922,0.983447703,2.091968075,65
339,2062.jpg,0.993979037,0.962577207,0.243334446,0.978434359,0.709016858,0.989525232,4.157987918,60
340,209.jpg,0.997219788,0.976953346,0.206147615,0.987824328,0.747976612,0.995108225,1.388139686,80
341,2171.jpg,0.999347552,0.994438663,0.149966534,0.997528721,0.968229798,0.999217426,3.062610339,50
342,1812.jpg,0.999502772,0.997184911,0.126646547,0.99867104,0.969530511,0.999353555,0.75820594,70
343,592.jpg,0.997734704,0.99569984,0.172581901,0.997642628,0.836056564,0.995641741,0.74911337,80
344,518.jpg,0.997371484,0.988334454,0.185177092,0.993600496,0.860493491,0.996537299,1.349811591,70
345,322.jpg,0.995514757,0.962127364,0.250759914,0.980494275,0.874888748,0.993018205,1.765804617,60
346,672.jpg,0.998765456,0.994264995,0.167373703,0.996181119,0.928104882,0.996853674,0.501333688,60
347,2205.jpg,0.995864499,0.983879781,0.217374787,0.990464508,0.840177562,0.995600727,6.018592615,60
348,1783.jpg,0.996390249,0.981514337,0.21749503,0.983860004,0.83579836,0.992252558,1.444809032,70
349,2101.jpg,0.998907417,0.990494109,0.169746124,0.995187127,0.936227376,0.998420793,3.65740193,50
350,777.jpg,0.99624643,0.972239961,0.206915061,0.989669976,0.74819679,0.99371473,2.270118028,80
351,1055.jpg,0.993671629,0.968947125,0.259083222,0.978440986,0.700216288,0.990015651,3.419698089,60
352,146.jpg,0.997468128,0.997421572,0.15914488,0.997938972,0.774381266,0.996021638,0.605983591,60
353,2096.jpg,0.999780303,0.999914562,0.075141922,0.999928854,0.98232979,0.999797661,0.123171993,60
354,1267.jpg,0.997728114,0.98079108,0.195608141,0.991205469,0.851359838,0.996013294,1.359632963,60
355,1840.jpg,0.998941468,0.993240987,0.161049082,0.995665955,0.907189277,0.998173638,1.185064726,60
356,456.jpg,0.998328108,0.990319889,0.172148641,0.99550892,0.859447047,0.995489048,1.113755451,90
357,12.jpg,0.996064649,0.98442169,0.199180045,0.994065498,0.846543889,0.992562563,1.451710539,60
358,1361.jpg,0.988093477,0.945240585,0.270988878,0.97301094,0.65494247,0.981356451,0.403224302,60
359,1601.jpg,0.986833202,0.966948145,0.285438265,0.975024336,0.683640892,0.984912796,3.809593707,60
360,1095.jpg,0.990375874,0.974360291,0.263384856,0.972668554,0.606332622,0.985483427,1.479366403,75
361,217.jpg,0.995903818,0.988447564,0.200289535,0.994167651,0.82023118,0.99193505,0.783227824,60
362,247.jpg,0.998512982,0.990609814,0.185174968,0.993511789,0.900203717,0.996942347,0.285988977,70
363,510.jpg,0.998441597,0.99516261,0.168901988,0.996040237,0.806487205,0.997648465,2.036319788,85
364,191.jpg,0.996041315,0.992054449,0.191973005,0.995822348,0.800653535,0.994727328,1.16583023,60
365,767.jpg,0.995420812,0.97883261,0.210199314,0.991172884,0.756834947,0.993526608,2.02097351,60
366,381.jpg,0.99708198,0.988386846,0.188362251,0.995166428,0.794749063,0.994857967,1.414597515,85
367,1860.jpg,0.99958996,0.99741391,0.130950113,0.99859543,0.966474862,0.999359698,0.335665444,70
368,1445.jpg,0.989141552,0.92872873,0.27630421,0.969967625,0.621802891,0.982900163,6.013054361,70
369,1329.jpg,0.994981502,0.96583184,0.245652399,0.976658029,0.752252327,0.986994429,1.964980581,65
370,2157.jpg,0.990450288,0.953812325,0.270367437,0.972234123,0.650852442,0.986892367,4.839111582,65
371,546.jpg,0.99324951,0.978920084,0.227053964,0.984244798,0.71116964,0.991428201,1.911970372,60
372,652.jpg,1,1,0,1,1,1,0,100
373,1451.jpg,0.991056815,0.935019529,0.273195749,0.968233621,0.605935959,0.984412408,4.412502008,70
374,1345.jpg,0.988887266,0.928584236,0.289413748,0.961630515,0.733975417,0.979253216,3.461462639,60
375,1197.jpg,0.988376852,0.929157586,0.289151329,0.956136844,0.469318888,0.978110758,5.179194852,70
376,1832.jpg,0.999434281,0.99587268,0.147887032,0.996985667,0.941727504,0.998986608,0.539240151,60
377,6.jpg,0.998996247,0.993252888,0.151023652,0.997986784,0.940262423,0.999261623,0.540123574,70
378,1807.jpg,0.998820047,0.993159823,0.165740898,0.996326214,0.892393945,0.998360294,2.654912023,60
379,1665.jpg,0.999239802,0.998055369,0.157687233,0.996607302,0.952251936,0.99870364,0.082618027,70
380,1809.jpg,0.99798384,0.987117731,0.1811944,0.994741992,0.838396792,0.997260919,5.737515227,55
381,685.jpg,0.998929877,0.996903428,0.134462588,0.998928428,0.861083397,0.998043254,0.515239214,95
382,1026.jpg,0.993593069,0.955052089,0.241065746,0.977095377,0.739127155,0.989774108,2.120025943,60
383,602.jpg,1,1,0,1,1,1,0,100
384,2044.jpg,0.994164398,0.96313206,0.237414754,0.981253881,0.766816787,0.989387698,2.418733344,60
385,886.jpg,0.996450432,0.983284537,0.20853768,0.990803422,0.83557284,0.993446264,1.048883917,60
386,1710.jpg,0.995802696,0.971353373,0.234642015,0.981327592,0.835256328,0.991382457,1.580224882,60
387,659.jpg,0.996568456,0.993976368,0.180130488,0.99823529,0.782991172,0.995850939,0.657318935,60
388,1238.jpg,0.9929306,0.960104788,0.257135512,0.974706839,0.764339449,0.985594205,3.166113351,60
389,1508.jpg,0.979724644,0.914220347,0.333051426,0.935056466,0.413819365,0.963252302,1.596952999,55
390,464.jpg,0.997999206,0.992767564,0.162635916,0.997920285,0.93616932,0.996795322,0.340040147,95
391,41.jpg,0.994483718,0.977017095,0.22159327,0.985948428,0.761014613,0.990725948,1.581619034,65
392,1679.jpg,0.998546946,0.995665301,0.174170378,0.994627003,0.89785888,0.997803311,2.849852259,65
393,1144.jpg,0.993742708,0.966472849,0.24177329,0.979229606,0.685458905,0.986983055,2.863155598,70
394,2009.jpg,0.993543032,0.953389965,0.25425671,0.978387946,0.719612194,0.987350737,2.924507431,65
395,80.jpg,0.996583198,0.990001439,0.193315186,0.993777086,0.780478352,0.994478672,1.498628482,70
396,1380.jpg,0.991106927,0.956662363,0.266161504,0.970035685,0.685631029,0.985500878,1.862420168,60
397,868.jpg,0.997528112,0.992530483,0.189680822,0.995865713,0.839025666,0.995920584,1.475998203,70
398,466.jpg,1,1,0,1,1,1,0,100
399,339.jpg,0.997961599,0.991732696,0.189268919,0.994670811,0.909237216,0.995972173,0.649670828,80
400,1629.jpg,0.984126166,0.905889733,0.300419787,0.956840719,0.507741463,0.977747197,5.871140359,50
401,1561.jpg,0.9905563,0.927968874,0.290989081,0.968159212,0.461135041,0.978048729,0.050183245,80
402,1482.jpg,0.995033991,0.978562758,0.216756498,0.987734349,0.840012873,0.992790922,1.626273224,65
403,1540.jpg,0.983225724,0.901788044,0.310634227,0.956004845,0.479046379,0.976547487,2.502203452,60
404,776.jpg,0.994395725,0.969251006,0.227398833,0.986425968,0.795129597,0.990111246,2.431571072,60
405,2027.jpg,0.993489992,0.957278781,0.242851032,0.978952908,0.779374591,0.989503214,3.059841206,60
406,2.jpg,0.998201066,0.987268776,0.176822688,0.99531828,0.868192074,0.998021279,1.434209554,60
407,1988.jpg,0.990011297,0.970929682,0.24417831,0.975132301,0.51901348,0.983861573,7.144805873,55
408,682.jpg,0.995611784,0.985354795,0.196151459,0.993649344,0.755156835,0.992958763,2.019509552,70
409,159.jpg,0.996009453,0.989927876,0.195758724,0.99439492,0.879214857,0.994574588,1.287185641,65
410,1013.jpg,0.995132355,0.970808921,0.227730882,0.982890259,0.771487423,0.99155417,3.342784411,60
411,250.jpg,0.9994445,0.998055177,0.15074288,0.997743395,0.881223243,0.99899431,0.91471989,60
412,1121.jpg,0.991570233,0.96093313,0.262686705,0.967154197,0.644409388,0.982565688,3.835907152,80
413,4.jpg,0.997946502,0.983196879,0.185343394,0.99396986,0.877036928,0.997856161,1.37417612,60
414,531.jpg,0.997674424,0.994843968,0.168896364,0.996244523,0.872985212,0.996982286,0.875337736,60
415,1349.jpg,0.991352187,0.951451203,0.273957426,0.968328684,0.659927028,0.984488164,4.751247456,60
416,1520.jpg,0.991500608,0.943131358,0.277854904,0.960513029,0.643818476,0.980528875,2.719759664,65
417,1194.jpg,0.995445219,0.962919402,0.22578013,0.982776729,0.668245793,0.99117445,3.263957792,70
418,686.jpg,0.997884614,0.991967657,0.169539759,0.995118686,0.863364483,0.996668214,1.387383184,80
419,1597.jpg,0.999220424,0.994213538,0.153642498,0.991511515,0.923944167,0.998596731,0.296384646,50
420,1135.jpg,0.995213886,0.96315925,0.248151931,0.979652229,0.755463722,0.98870671,1.967893469,70
421,1276.jpg,0.991455635,0.947331338,0.265708578,0.971026358,0.630564833,0.985868465,4.244292398,70
422,1282.jpg,0.992247983,0.939142589,0.270290485,0.967181271,0.631922555,0.985658576,4.127607153,60
423,769.jpg,0.998110657,0.990484548,0.169352843,0.995783779,0.849845639,0.996740373,1.025339478,80
424,268.jpg,0.998298511,0.995747887,0.161157344,0.997823211,0.895892715,0.997856837,0.634754312,60
425,2115.jpg,0.989088242,0.950300733,0.282462609,0.969428715,0.691769641,0.985999751,4.803566372,60
426,1458.jpg,0.989964037,0.937983615,0.271748679,0.964998591,0.599188151,0.980848208,4.377258688,75
427,83.jpg,0.996327761,0.985757233,0.209514473,0.988692552,0.828385691,0.994241708,2.252220402,80
428,1079.jpg,0.999479856,0.996847238,0.142089042,0.998243127,0.935432879,0.999058968,0.349381421,60
429,244.jpg,0.995072507,0.976212569,0.226290392,0.981406343,0.750552519,0.991861948,3.286957497,60
430,554.jpg,0.997218164,0.992401688,0.182836577,0.993914824,0.889516019,0.994944959,0.694159098,85
431,1461.jpg,0.98694197,0.923497985,0.295140169,0.958960468,0.46262888,0.974952027,1.813145198,60
432,866.jpg,0.989743322,0.915105999,0.284769095,0.978410735,0.71232408,0.991856262,4.230155965,65
433,13.jpg,0.995458267,0.988992027,0.194513104,0.995345019,0.862092924,0.994175183,1.283438728,65
434,960.jpg,0.997431281,0.992795818,0.191816523,0.997174087,0.716039715,0.994606633,1.615814112,60
435,172.jpg,0.995633822,0.990423766,0.190154242,0.995829187,0.832909573,0.993303366,1.026495269,70
436,569.jpg,0.997111515,0.98858229,0.204404799,0.990948424,0.875906893,0.994990579,0.906456814,70
437,1754.jpg,0.991766775,0.955139244,0.264464313,0.973617949,0.733954489,0.987254411,4.043487548,80
438,1310.jpg,0.994865627,0.968427314,0.251686313,0.971693512,0.707303038,0.984945331,1.194761589,60
439,2162.jpg,0.997358832,0.991478123,0.200856318,0.995141417,0.880197075,0.997986881,4.985897896,60
440,1766.jpg,0.994753274,0.967533627,0.241545096,0.983094079,0.761337827,0.989802313,2.455356363,80
441,1232.jpg,0.997269027,0.984334889,0.193084568,0.9916225,0.732343801,0.995680185,2.891411051,60
442,517.jpg,0.995849247,0.982289707,0.200134987,0.994047034,0.801709722,0.993144158,1.548819711,60
443,907.jpg,0.998575136,0.997373302,0.149441782,0.999309589,0.820306953,0.998268449,0.407326932,85
444,1531.jpg,0.995481778,0.973407429,0.220665964,0.989177585,0.683399777,0.994409958,3.313502725,60
445,1100.jpg,0.993099387,0.970724394,0.251514798,0.9778921,0.661311802,0.989288057,4.170865272,70
446,1005.jpg,0.995069705,0.974366458,0.22296346,0.985149365,0.691275254,0.991961916,3.148894529,60
447,194.jpg,0.996079791,0.991650192,0.193277141,0.99501788,0.773949397,0.993794244,1.326732768,60
448,527.jpg,0.995860599,0.992371196,0.187519611,0.996286289,0.833806761,0.993926772,0.951194251,70
449,1387.jpg,0.998414327,0.989297056,0.202568524,0.989971257,0.8832917,0.992625778,0.626191393,80
450,2023.jpg,0.992560741,0.975485503,0.222477631,0.982009537,0.644299945,0.990339528,3.298944385,65
451,624.jpg,0.996041026,0.98688072,0.199282655,0.989663969,0.866675583,0.993457546,1.086848285,80
452,636.jpg,0.997081068,0.994211908,0.167261745,0.998110104,0.745080965,0.994277553,1.025612327,85
453,1614.jpg,0.996176415,0.989878397,0.213194377,0.992151356,0.826594216,0.995842515,2.287281162,70
454,86.jpg,0.999907263,0.999598558,0.100392076,0.99943604,0.983011267,0.999846384,0.743113831,90
455,607.jpg,1,1,0,1,1,1,0,100
456,1358.jpg,0.988039717,0.936199199,0.277731446,0.968227598,0.585388391,0.980958881,3.255040424,60
457,107.jpg,0.997427322,0.995292369,0.178108471,0.995798839,0.859635152,0.995174155,1.162771151,85
458,1749.jpg,0.991863673,0.937806376,0.269612292,0.969395718,0.666883843,0.984994707,3.809545492,70
459,1077.jpg,0.999096458,0.997192237,0.148787505,0.998086874,0.952777761,0.998981882,0.602115445,70
460,447.jpg,1,1,0,1,1,1,0,100
461,2140.jpg,0.990676626,0.949724651,0.274202011,0.973267245,0.675587139,0.986942425,4.249115178,60
462,8.jpg,0.995035369,0.989859219,0.197758985,0.989235686,0.837215055,0.992840803,0.840519418,60
463,625.jpg,0.995850658,0.9804149,0.21189171,0.990540546,0.783795717,0.992503117,1.273352994,60
464,2065.jpg,0.994976695,0.986843038,0.181314768,0.959629508,0.611525507,0.990888125,2.180480292,70
465,1577.jpg,0.993960446,0.96001657,0.248594134,0.976302878,0.748113059,0.988667805,2.720453965,60
466,949.jpg,0.996413021,0.984270511,0.203091444,0.988882021,0.876986833,0.993677161,1.089274546,80
467,2172.jpg,0.999347886,0.993933887,0.143444351,0.997190278,0.957144416,0.998880675,2.276903441,60
468,939.jpg,0.997738853,0.991741381,0.180264424,0.993293141,0.887312639,0.995777465,0.948527413,95
469,1346.jpg,0.992349707,0.957630973,0.24989226,0.980079788,0.702541862,0.989897607,4.025598607,60
470,1253.jpg,0.99272275,0.96603085,0.255251089,0.969260107,0.634466466,0.9794279,1.584682752,70
471,2017.jpg,0.994470437,0.96659147,0.244413596,0.979117948,0.781889783,0.989986994,1.88607794,65
472,882.jpg,0.995030212,0.979154122,0.198567254,0.993637455,0.836173628,0.9923006,2.307740735,85
473,1653.jpg,0.985892295,0.926422259,0.270130022,0.974560942,0.610947086,0.986736762,6.241680838,60
474,989.jpg,0.999315752,0.995772779,0.158609764,0.996879911,0.941912879,0.998650119,0.82966776,80
475,1398.jpg,0.986837489,0.906295836,0.289680383,0.962506211,0.570271321,0.980360535,6.708011837,60
476,1666.jpg,0.991350777,0.985678617,0.241912511,0.978361322,0.732811794,0.990075931,3.36918545,60
477,998.jpg,0.993593069,0.955052089,0.241065746,0.977095377,0.739127155,0.989774108,2.120025943,60
478,574.jpg,0.997517109,0.992169638,0.189709403,0.99462633,0.884582947,0.995649165,0.975899804,75
479,345.jpg,0.998004905,0.994442613,0.179773334,0.99640224,0.824759392,0.995443752,0.737892698,80
480,1.jpg,0.998114673,0.982582566,0.180477074,0.994748598,0.81802269,0.997846912,1.715424038,65
481,2087.jpg,0.994623222,0.958278083,0.241453099,0.981017017,0.77964996,0.990606258,2.8333763,60
482,1682.jpg,0.997882821,0.993407099,0.183754895,0.992650149,0.882015669,0.996821676,3.02174903,55
483,2230.jpg,0.995071252,0.993410772,0.209870139,0.990394237,0.83543676,0.996066153,2.16136484,70
484,1340.jpg,0.99144072,0.933321975,0.279986351,0.9613109,0.711836386,0.979466294,2.512048515,70
485,1729.jpg,0.992239893,0.94226766,0.267325037,0.967393361,0.784027007,0.985355027,2.276627059,60
486,1632.jpg,0.999507541,0.999476751,0.096669306,0.999518401,0.980880598,0.999773455,0.40100057,70
487,1250.jpg,0.991601258,0.944558235,0.27369893,0.965661726,0.660986248,0.984835218,2.512578165,65
488,1277.jpg,0.993259587,0.954174485,0.259158634,0.979234944,0.744344084,0.989726375,3.377233103,80
489,2114.jpg,0.993463833,0.956658691,0.259516073,0.973204341,0.657107909,0.987326366,3.312663431,70
490,1683.jpg,0.998790251,0.993566717,0.172407481,0.99647788,0.933884439,0.998485938,2.081425457,60
491,40.jpg,0.994828191,0.984202119,0.209465159,0.993137579,0.74033429,0.990951719,1.412596055,65
492,1658.jpg,0.985302825,0.916508411,0.277768141,0.976350027,0.628223291,0.985716168,7.45465703,60
493,617.jpg,0.997614393,0.993291136,0.183064576,0.994094801,0.873830165,0.995858946,1.360612931,85
494,2200.jpg,0.998095216,0.977012634,0.191784857,0.99154422,0.935825403,0.99773103,0.568369906,55
495,2133.jpg,0.999669482,0.998066582,0.127435407,0.997698835,0.986686146,0.99955232,0.357715358,50
496,1455.jpg,0.988602386,0.929113479,0.294269884,0.949935087,0.632130064,0.972815007,3.370190284,60
497,465.jpg,0.994244116,0.9875619,0.190652058,0.996404639,0.824235106,0.994669129,1.155470794,60
498,1941.jpg,0.99492364,0.957677298,0.239533506,0.980348494,0.775403756,0.990248221,2.899426229,60
499,1233.jpg,0.995081469,0.969893175,0.240044825,0.977488526,0.702652118,0.992168476,2.581282696,50
500,1249.jpg,0.987731265,0.958427782,0.278952283,0.970155949,0.661970165,0.984315686,1.916972217,60
501,215.jpg,0.99974808,0.999573477,0.105138405,0.999131914,0.965101669,0.999608754,0.696736602,60
502,501.jpg,0.999174256,0.994309958,0.144535105,0.998358096,0.965888686,0.999304967,1.529428854,60
503,69.jpg,0.997709823,0.992480786,0.187835826,0.990919764,0.825086909,0.995815117,1.226704947,70
504,2228.jpg,0.997991755,0.996763691,0.186827166,0.994656371,0.893919275,0.997875158,4.057608871,60
505,1728.jpg,0.988954216,0.927569689,0.261068307,0.966962018,0.812612709,0.986778925,2.39130012,55
506,1394.jpg,0.991433082,0.938545436,0.267000344,0.966328359,0.543757558,0.983548846,3.881752858,60
507,748.jpg,0.999381492,0.996170815,0.13604177,0.998289324,0.970175889,0.999373919,0.912865026,60
508,281.jpg,0.996457153,0.977123071,0.225815245,0.988739945,0.838733492,0.992612641,1.056989021,65
509,1460.jpg,0.994842433,0.974185939,0.247312173,0.978210822,0.736790458,0.988974113,2.312013895,80
510,2118.jpg,0.991637504,0.953886463,0.265938336,0.972403114,0.651647133,0.986951075,4.538424872,70
511,135.jpg,0.999154011,0.998445976,0.114859112,0.999291621,0.919279128,0.998335089,0.249471155,90
512,536.jpg,0.994004015,0.977707763,0.207904142,0.993494732,0.689914076,0.99163383,2.030221227,60
513,566.jpg,1,1,0,1,1,1,0,100
514,1462.jpg,0.987781869,0.932141768,0.28563295,0.966800117,0.56254186,0.983071595,8.243633218,60
515,751.jpg,0.996570989,0.987421524,0.185242221,0.994784521,0.850918818,0.994046823,0.926055558,80
516,1953.jpg,0.995083905,0.983706911,0.198814504,0.987038183,0.631740018,0.992512338,1.868782378,70
517,2012.jpg,0.994613806,0.969364381,0.239342042,0.980945291,0.740162668,0.990947672,2.824254354,65
518,2204.jpg,0.999895234,0.999211631,0.088094176,0.999624898,0.986116593,0.999858335,0.594121563,60
519,826.jpg,0.995182744,0.991457245,0.188487312,0.990592966,0.693677631,0.992005477,0.156332704,60
520,1024.jpg,0.994863296,0.941749796,0.244526289,0.976146035,0.789849946,0.990382805,2.426177298,60
521,725.jpg,0.99434311,0.971328826,0.225704032,0.98782056,0.784307334,0.989471708,2.149249611,70
522,266.jpg,0.998539858,0.994116737,0.158884509,0.998250304,0.8505802,0.997115181,0.659831482,90
523,1259.jpg,0.986169093,0.915053743,0.289642986,0.966876931,0.516089781,0.982694789,3.562475656,80
524,2058.jpg,0.995082395,0.989063709,0.181242055,0.932517975,0.675811455,0.992096354,0.968246598,60
525,1845.jpg,0.999148856,0.995290342,0.152107508,0.996825567,0.918585997,0.998703168,1.307397609,60
526,1146.jpg,0.989253532,0.932569737,0.288338862,0.966128835,0.625198221,0.982610187,4.529213271,70
527,1068.jpg,0.998865132,0.990704346,0.166324291,0.996977054,0.835438541,0.997861416,0.878965657,60
528,2185.jpg,0.999033927,0.996822466,0.146028686,0.998018645,0.929191165,0.999026409,3.102657611,60
529,520.jpg,0.995420812,0.97883261,0.210199314,0.991172884,0.756834947,0.993526608,2.02097351,60
530,921.jpg,0.999510103,0.99689151,0.125652654,0.998396016,0.957297271,0.999158936,0.211725282,90
531,1650.jpg,0.998794084,0.991536396,0.165966433,0.994336208,0.950989466,0.998317077,0.6422692,60
532,843.jpg,0.997025326,0.994648496,0.19051075,0.994392181,0.776959975,0.996632474,2.039027284,80
533,58.jpg,0.996318802,0.99060365,0.199457315,0.991837267,0.837462376,0.995018007,0.917477617,75
534,2232.jpg,0.994332968,0.961298804,0.248707581,0.980962171,0.81956446,0.990532601,2.040363421,80
535,828.jpg,1,1,0,1,1,1,0,100
536,1863.jpg,0.995897994,0.978190185,0.218989459,0.976797515,0.826461264,0.991870939,1.020284412,55
537,1735.jpg,0.996731167,0.977605681,0.215515417,0.975789195,0.818526803,0.990277695,0.689143972,60
538,85.jpg,0.992561873,0.976655845,0.242135319,0.988542353,0.735224041,0.989631916,1.550922453,65
539,2210.jpg,0.999843864,0.99955891,0.097469724,0.999825697,0.991049278,0.999912492,2.996351916,60
540,1396.jpg,0.9922796,0.946696315,0.272063015,0.959678737,0.588299846,0.979053421,2.533017207,60
541,351.jpg,0.99113132,0.980827338,0.226018499,0.991983248,0.731689458,0.988879424,0.684174598,60
542,150.jpg,0.998489773,0.996417939,0.140372919,0.999135972,0.885323562,0.997693465,0.429861778,80
543,2033.jpg,0.994668999,0.961344419,0.233863079,0.979637498,0.792337034,0.990548897,1.631250429,60
544,1281.jpg,0.993244359,0.9566695,0.264497637,0.965956281,0.670976206,0.983098516,2.364627697,70
545,852.jpg,0.997215441,0.993825102,0.189331854,0.995752999,0.841697069,0.995169664,1.281458662,75
546,925.jpg,0.99565958,0.989853454,0.186388618,0.996524906,0.761329393,0.993637428,2.032087339,80
547,435.jpg,0.996041315,0.992054449,0.191973005,0.995822348,0.800653535,0.994727328,1.16583023,60
548,1237.jpg,0.995417006,0.978774734,0.23363594,0.982160902,0.773791629,0.991287299,3.417729968,80
549,1280.jpg,0.9945611,0.967782326,0.266227993,0.977240893,0.839071662,0.989347996,2.171353869,80
